Molecule,Cluster,data,Cluster_center,Distance_to_center
346,15,[-0.15573985970155   -0.035038358671198  -0.0476690287166636  0.0735447846863557 -0.0235920896677888  0.0492672711030789],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.22622236032937035
347,6,[-0.3411524384982289  0.4767439658122088  0.3536873468293009  0.1279345428497124 -0.0979686381076206  0.0973739456055977],[-0.1579591347644964  0.470588189492842   0.2315980939013907  0.0097792103662727  0.0282743707026443  0.0012472085064281],0.29604356984832914
348,5,[ 0.4136270561483331  0.7966445695447879 -0.1029795292813176  0.0724805682385892 -0.1177443241746514  0.1539122987581348],[ 0.6277033172914398  0.5766565700872177 -0.0619412743357279 -0.0055764988125866 -0.0700418971040428  0.0884399671887708],0.3294883265390778
349,1,[-0.0247540653793108  0.2265546569981224 -0.003280148749568  -0.1375341269500227  0.1129441366722515 -0.0731871989758981],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.14241276971425115
350,12,[-0.4957529851309274 -0.0308730139655013  0.1869608119660281  0.1209410101607574 -0.1877901823469689 -0.1207495947846719],[-0.3520400458329301 -0.2982399290985112  0.119502335432109   0.2862023044405847 -0.1116638423145351  0.0007553115384552],0.38020925762014074
351,11,[-0.1442062565267953 -0.2793665870724402 -0.4236390226593706 -0.0438835627626633  0.0634916854671929 -0.0783162497821346],[-0.0736804139004434 -0.2816178670567748 -0.3216575122584134 -0.0709410085037222 -0.0479759496040815 -0.0104047456555588],0.1820667532377408
352,6,[-0.2134321337408207  0.6791403406247616  0.3448943692688373 -0.0856803441154996  0.0084640854835304 -0.038137527433007 ],[-0.1579591347644964  0.470588189492842   0.2315980939013907  0.0097792103662727  0.0282743707026443  0.0012472085064281],0.2654494881077277
353,16,[-0.1626529229742598 -0.3084761125028794 -0.0754591735801515 -0.2508604387903311 -0.4986178861234675  0.0788379618858039],[-0.031372841610248  -0.066979692467591  -0.2199134346665653 -0.2325062230593571 -0.0836990635868458 -0.0213172459939686],0.5281548886401981
354,1,[-0.0575325940481806  0.2643098436818399  0.2158272927315609 -0.171577128402961   0.0752389281800137  0.0297420268049101],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.2562322014699424
355,8,[ 0.2521557543806401 -0.6060272265449209  0.11879256735896    0.3704770592621979  0.211519813729151  -0.0712095850926825],[ 0.4393423178376795 -0.5037633302329061  0.3021558605771394 -0.1892323453636002  0.0030849113807262  0.0256666972870739],0.6672507411452397
356,3,[ 0.1853974780627656  0.2711993791837216 -0.0228640829995374  0.173961457250971  -0.2963790615610443 -0.1920431421979608],[ 0.0639790926898942  0.2480501680756977  0.1466715039371099  0.0866744846980939 -0.2594892946840103  0.0026523896721303],0.3015076220053131
357,2,[-0.2563719080392444 -0.3146230348278992 -0.1612391391480671  0.1396948998234509 -0.0563092706094994  0.1785529405944005],[-0.1145527463774222 -0.1740365072493543 -0.2797990975404669  0.1450364432486706  0.0834525391726452  0.0264468685509433],0.3108566595672286
358,15,[-0.1797797172615222  0.036756574023613   0.1133852095370821  0.3140636005092254  0.1065500155416125  0.0112934277464393],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.2757650742349442
359,11,[-0.1502553402271731 -0.2537600653863177 -0.2305029128726003  0.0746760111884436 -0.2205569497715571  0.0467816857122856],[-0.0736804139004434 -0.2816178670567748 -0.3216575122584134 -0.0709410085037222 -0.0479759496040815 -0.0104047456555588],0.26307364638151554
360,16,[ 0.0129176033866893  0.0055879952194677 -0.2130043084967451 -0.0909901275875479 -0.1851367976202313  0.0009960493257501],[-0.031372841610248  -0.066979692467591  -0.2199134346665653 -0.2325062230593571 -0.0836990635868458 -0.0213172459939686],0.19516595796947467
361,16,[-0.0135219775233553 -0.1620032208668587 -0.2762690507802696 -0.1848355499801738 -0.2039166527225945 -0.0031485453601651],[-0.031372841610248  -0.066979692467591  -0.2199134346665653 -0.2325062230593571 -0.0836990635868458 -0.0213172459939686],0.17198529953983044
362,11,[-0.0375618274427422 -0.2880093155598782 -0.2849703180050438 -0.0342675317594653 -0.0194571280857647  0.0660661069507693],[-0.0736804139004434 -0.2816178670567748 -0.3216575122584134 -0.0709410085037222 -0.0479759496040815 -0.0104047456555588],0.10342829158164923
363,16,[-0.0332043420452197 -0.1799167599509556 -0.2199307226058113 -0.2052180361763728 -0.0103557280280096 -0.0012280995856251],[-0.031372841610248  -0.066979692467591  -0.2199134346665653 -0.2325062230593571 -0.0836990635868458 -0.0213172459939686],0.13887260248922673
364,11,[-0.1987386286705234 -0.3675417986067427 -0.2263084276022226  0.0493734329431799 -0.0358170977173991  0.0407758460612252],[-0.0736804139004434 -0.2816178670567748 -0.3216575122584134 -0.0709410085037222 -0.0479759496040815 -0.0104047456555588],0.22216386409049263
365,16,[ 0.0068731604666303 -0.0736953667506173 -0.203536965349572  -0.1358566880060487 -0.305258843342792   0.0993766495821427],[-0.031372841610248  -0.066979692467591  -0.2199134346665653 -0.2325062230593571 -0.0836990635868458 -0.0213172459939686],0.27344639468110027
366,11,[-0.1046780188191424 -0.2146175725821744 -0.3743327584940321 -0.0279763808033662 -0.0723273464728463  0.001603472920402 ],[-0.0736804139004434 -0.2816178670567748 -0.3216575122584134 -0.0709410085037222 -0.0479759496040815 -0.0104047456555588],0.10396018282313822
367,3,[ 0.2543204129810619  0.1778775410214199  0.3176307539507356  0.0343122805912922 -0.1258385197126744 -0.1916986249659128],[ 0.0639790926898942  0.2480501680756977  0.1466715039371099  0.0866744846980939 -0.2594892946840103  0.0026523896721303],0.358828270797192
368,1,[ 0.0623643121895964  0.0965691601656424  0.1056772424647093 -0.2058105707171553  0.2189308290117788 -0.0292471262379995],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.28160083611508385
369,15,[-0.0036288646294753  0.1258884178100647 -0.0726937602704797  0.0869804296020825  0.0129823820590787  0.0642233367648403],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.15675889692576744
370,9,[-1.0845631971662244  0.0896897156721653  0.4284878807449876  0.2383061796234665  0.3649730529517284 -0.1982483017228609],[-1.1155980142987363 -0.0850020261915282  0.2135055458349384 -0.2225577643138235  0.4645008996356217  0.1324419631449789],0.6398087114431348
371,6,[ 0.0616041452179582  0.4713981055835865  0.0893857615536293  0.0313677963987703  0.147324570927111  -0.0549601725791211],[-0.1579591347644964  0.470588189492842   0.2315980939013907  0.0097792103662727  0.0282743707026443  0.0012472085064281],0.2936517057014692
372,16,[-0.0292170569234909 -0.0583405807580762 -0.1903632117430082 -0.1905538217915085  0.097719371670129  -0.0486240326213323],[-0.031372841610248  -0.066979692467591  -0.2199134346665653 -0.2325062230593571 -0.0836990635868458 -0.0213172459939686],0.19071132780387526
373,8,[ 0.6152437358607129 -0.3541564801462501  0.2254020955028801 -0.1182913737465382  0.0186424383745624  0.0442512885885287],[ 0.4393423178376795 -0.5037633302329061  0.3021558605771394 -0.1892323453636002  0.0030849113807262  0.0256666972870739],0.2546265972800535
374,1,[-0.0664792100720528  0.1310616013553689 -0.1746564672020136 -0.08718524163748   -0.0764598532778687  0.01348748576183  ],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.21335059131650325
375,3,[ 0.2423998122681076  0.0409062544911631 -0.1558607105240333 -0.0111838844786334 -0.4693780464329329  0.0097637186595697],[ 0.0639790926898942  0.2480501680756977  0.1466715039371099  0.0866744846980939 -0.2594892946840103  0.0026523896721303],0.4689865823510358
376,8,[ 0.4821280809401751 -0.654766183807733   0.3701655811400389 -0.0125604254620314  0.203804973356618  -0.1276144135384288],[ 0.4393423178376795 -0.5037633302329061  0.3021558605771394 -0.1892323453636002  0.0030849113807262  0.0256666972870739],0.35249739701203386
377,8,[ 0.2864373703913165 -0.9781107846944517  0.5391335671161617 -0.283110517845549  -0.0735521745247275 -0.0703138308906359],[ 0.4393423178376795 -0.5037633302329061  0.3021558605771394 -0.1892323453636002  0.0030849113807262  0.0256666972870739],0.5730990140439265
378,10,[ 0.5848200072481239 -0.3126254269648951  0.551609948154211   0.0561159863408034  0.208408829002677  -0.0600579854924129],[ 0.4446541621255925 -0.0019590057539666  0.7084606338538603  0.0384392431242359  0.1162524540500033 -0.0383529401014108],0.38734816470709826
379,6,[-0.330187677916731   0.6075837896521572  0.4618734168104931  0.0191237346821783 -0.1133564387874239  0.1109753604033215],[-0.1579591347644964  0.470588189492842   0.2315980939013907  0.0097792103662727  0.0282743707026443  0.0012472085064281],0.3655736089085941
380,13,[-0.4385270261470784 -0.7861628615939913  0.9724881657974787 -0.4432014497307138 -0.272437525228083  -0.2257064028773151],[-0.1983204401844639 -1.0200489584296113  0.8016157057226405 -0.1341786842612274 -0.258683450383928  -0.0311161059410856],0.5245464094432455
381,1,[ 0.0879488235453516  0.0982483477966738 -0.0169619189811656 -0.3095840464451619  0.1194113719094667 -0.0017572284998381],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.24625744705412814
382,1,[-0.0142002675777482  0.2256721446122986  0.0303580510820418 -0.0479971354312468 -0.005830330653017   0.0619096947648865],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.17453144704364068
